"tissueClass","tissueId","displayGroup","anatomicalRegion","anatomicalName","functionalDescription","isTrueJoint","supportsLaterality","supportedLoadDimensions","defaultScopePolicy","catalogVersion","catalogEvidenceType","catalogVerificationStatus","sourceRefs","catalogNotes"
"LIGAMENT","KNEE_LCL","Knee","KNEE","KNEE_LCL","","false","true","VARUS|EXTERNAL_ROTATION|DECELERATION_STABILIZATION|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"LIGAMENT","KNEE_MCL","Knee","KNEE","KNEE_MCL","","false","true","VALGUS|INTERNAL_ROTATION|DECELERATION_STABILIZATION|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"LIGAMENT","KNEE_MPFL","Knee","KNEE","KNEE_MPFL","","false","true","END_RANGE_RESTRAINT|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"LIGAMENT","KNEE_PCL","Knee","KNEE","KNEE_PCL","","false","true","POSTERIOR_TRANSLATION|DECELERATION_STABILIZATION|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"LIGAMENT","MIDFOOT_LISFRANC_COMPLEX","AnkleFoot","ANKLE_FOOT","MIDFOOT_LISFRANC_COMPLEX","","false","true","END_RANGE_RESTRAINT|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"LIGAMENT","SACROILIAC_LIGAMENT_COMPLEX","Pelvis","PELVIS","SACROILIAC_LIGAMENT_COMPLEX","","false","true","END_RANGE_RESTRAINT|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"LIGAMENT","WRIST_LIGAMENT_TFCC_COMPLEX","ElbowWristHand","WRIST","WRIST_LIGAMENT_TFCC_COMPLEX","","false","true","END_RANGE_RESTRAINT|IMPACT_STABILIZATION","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","ACHILLES_TENDON","AnkleFoot","ANKLE_FOOT","ACHILLES_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","ADDUCTOR_TENDON_GROUP","Hip","HIP","ADDUCTOR_TENDON_GROUP","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","COMMON_EXTENSOR_TENDON","ElbowWristHand","ELBOW","COMMON_EXTENSOR_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","COMMON_FLEXOR_TENDON","ElbowWristHand","ELBOW","COMMON_FLEXOR_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","DISTAL_BICEPS_TENDON","ElbowWristHand","ELBOW","DISTAL_BICEPS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","DISTAL_HAMSTRING_TENDON","Knee","KNEE","DISTAL_HAMSTRING_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","GLUTEUS_MAXIMUS_TENDON","Hip","HIP","GLUTEUS_MAXIMUS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","GLUTEUS_MEDIUS_MINIMUS_TENDON","Hip","HIP","GLUTEUS_MEDIUS_MINIMUS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","ILIOPSOAS_TENDON","Hip","HIP","ILIOPSOAS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","LONG_HEAD_BICEPS_TENDON","Shoulder","SHOULDER","LONG_HEAD_BICEPS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","PATELLAR_TENDON","Knee","KNEE","PATELLAR_TENDON","","false","true","PEAK_TENSILE_LOAD|TENDON_STRAIN|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; tendon strain remains distinct from modeled tendon force."
"TENDON","PECTORALIS_MAJOR_TENDON","Shoulder","SHOULDER","PECTORALIS_MAJOR_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","PERONEAL_TENDON_GROUP","AnkleFoot","ANKLE_FOOT","PERONEAL_TENDON_GROUP","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","POSTERIOR_ROTATOR_CUFF_TENDON","Shoulder","SHOULDER","POSTERIOR_ROTATOR_CUFF_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","POSTERIOR_TIBIAL_TENDON","AnkleFoot","ANKLE_FOOT","POSTERIOR_TIBIAL_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","PROXIMAL_HAMSTRING_TENDON","Hip","HIP","PROXIMAL_HAMSTRING_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","QUADRICEPS_TENDON","Knee","KNEE","QUADRICEPS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","SUBSCAPULARIS_TENDON","Shoulder","SHOULDER","SUBSCAPULARIS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","SUPRASPINATUS_TENDON","Shoulder","SHOULDER","SUPRASPINATUS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","TIBIALIS_ANTERIOR_TENDON","AnkleFoot","ANKLE_FOOT","TIBIALIS_ANTERIOR_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","TRICEPS_TENDON","ElbowWristHand","ELBOW","TRICEPS_TENDON","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","WRIST_EXTENSOR_TENDON_GROUP","ElbowWristHand","WRIST_HAND","WRIST_EXTENSOR_TENDON_GROUP","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
"TENDON","WRIST_FLEXOR_TENDON_GROUP","ElbowWristHand","WRIST_HAND","WRIST_FLEXOR_TENDON_GROUP","","false","true","PEAK_TENSILE_LOAD|CYCLIC_TENSILE_LOAD|ECCENTRIC_LOAD|ENERGY_STORAGE_RELEASE|COMPRESSIVE_TENDON_LOAD|LOADING_RATE|ISOMETRIC_DURATION|STRETCH_UNDER_LOAD","REVIEW_REQUIRED","tissue_load_v1","STANDARD_TERMINOLOGY_SOURCE","UNVERIFIED","","Foundation anatomy identity only; no exercise-load claim."
