"exerciseName","stableKey","movementFamily","movementSubtype","programSlot","backfillDecision","decisionBasis","decisionReason","missingStressFieldsBefore","changedStressFields","missingStressFieldsAfter","primaryStressProfile","recoveryDecayProfile","stressMagnitudeHint","safeForSeedMutation"
"스플릿 스텝","ex_c6d9efef","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"스플릿 스텝 리액션","ex_8e69fc74","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"스플릿 스텝 후 좌우 런지","ex_377448a9","BADMINTON_REACTIVE_LUNGE_FOOTWORK_REVIEW","SPLIT_STEP_LATERAL_REACTIVE_LUNGE","BADMINTON_FOOTWORK_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile+movementSubtype","Reactive split-step lunge has explicit deceleration and court context.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","LUNGE_DECELERATION_STRESS","LONG","HIGH","NO"
"싱글 레그 RDL","single_leg_rdl","DEADLIFT_HINGE_VARIANTS","SINGLE_LEG_RDL","UNILATERAL_HINGE_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral/accessory hinge prioritizes stability rather than heavy-hinge recovery.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"싱글 레그 박스 스쿼트","ex_85f12271","SQUAT_VARIANTS","SINGLE_LEG_BOX_SQUAT","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral squat accessory prioritizes lower-body stability.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","LONG","HIGH","NO"
"앙클링","ex_a412dd45","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"앞뒤 랜덤 콕줍기","ex_4255e429","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"애질리티 래더","ex_2055b629","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"원암 하프 닐링 프레스","ex_8380d7fe","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","HALF_KNEELING_SINGLE_ARM_PRESS","UNILATERAL_SHOULDER_PRESS","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Overhead push family; stability detail stays in secondary tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_PUSH_STRESS","MEDIUM","MODERATE","NO"
"월 드라이브","ex_f332aeab","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"월 슬라이드","ex_f97a05ab","SCAPULAR_CONTROL_RECOVERY_PREHAB_VARIANTS","WALL_SLIDE","RECOVERY_PREHAB_SCAPULAR_CONTROL","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Low-load control/prehab classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","LOW_LOAD_PREHAB_CONTROL_STRESS","SHORT","LOW","NO"
"좌우 랜덤 콕줍기","ex_421ba24b","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"코사크 스쿼트","ex_a611010d","SQUAT_VARIANTS","COSSACK_SQUAT","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral squat accessory prioritizes lower-body stability.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"코펜하겐 플랭크","ex_a8385c4a","ANTI_ROTATION_ANTI_EXTENSION_CORE","","CORE_STABILITY_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Anti-rotation/anti-extension core family maps to isometric bracing.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOMETRIC_CORE_BRACING_STRESS","SHORT","LOW","NO"
"콘 드릴","ex_a4350c0f","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"터키시 겟업","ex_91f6958d","TURKISH_GETUP_TOTAL_BODY_STABILITY","TURKISH_GETUP","TOTAL_BODY_STABILITY_SKILL","BLOCKED_FOR_STRESS_BACKFILL","movementFamily+programSlot","Total-body stability skill does not map cleanly to loaded carry, core isometric, or prehab without distorting recovery analysis.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","","","NO"
"파머스 캐리","ex_a1fc4533","LOADED_CARRY_VARIANTS","","LOADED_CARRY_BRACING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Loaded carry family.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","LOADED_CARRY_BRACING_STRESS","MEDIUM","MODERATE","NO"
"팔로프 프레스","ex_99728d25","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","PALLOF_PRESS","CORE_STABILITY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Anti-rotation/anti-extension core family maps to isometric bracing.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOMETRIC_CORE_BRACING_STRESS","SHORT","LOW","NO"
"플랭크","ex_a44ae2ca","ANTI_ROTATION_ANTI_EXTENSION_CORE","","CORE_STABILITY_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Anti-rotation/anti-extension core family maps to isometric bracing.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOMETRIC_CORE_BRACING_STRESS","SHORT","LOW","NO"
"피스톨 스쿼트","ex_d67e5761","SQUAT_VARIANTS","PISTOL_SQUAT","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral squat accessory prioritizes lower-body stability.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"하이니 스킵","ex_c821775c","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"하프 닐링 원암 프레스","ex_8e1b313e","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","HALF_KNEELING_SINGLE_ARM_PRESS","UNILATERAL_SHOULDER_PRESS","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Overhead push family; stability detail stays in secondary tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_PUSH_STRESS","MEDIUM","MODERATE","NO"
"하프 닐링 케틀벨 원암 프레스","ex_d79824d2","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","HALF_KNEELING_KETTLEBELL_SINGLE_ARM_PRESS","UNILATERAL_SHOULDER_PRESS","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Overhead push family; stability detail stays in secondary tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_PUSH_STRESS","MEDIUM","MODERATE","NO"
"하프 닐링 케틀벨 프레스","ex_e0759156","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","HALF_KNEELING_SINGLE_ARM_PRESS","UNILATERAL_SHOULDER_PRESS","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Overhead push family; stability detail stays in secondary tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_PUSH_STRESS","MEDIUM","MODERATE","NO"
"하프 닐링 프레스","ex_66e8c8c2","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","HALF_KNEELING_SINGLE_ARM_PRESS","UNILATERAL_SHOULDER_PRESS","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Overhead push family; stability detail stays in secondary tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_PUSH_STRESS","MEDIUM","MODERATE","NO"
"농구","ex_1a4858d7","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","NOT_PROGRAM_SELECTABLE","BLOCKED_FOR_STRESS_BACKFILL","movementFamily","Other-sport session load cannot be reduced safely to one approved primary stress profile without sport/session intensity rules.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","","","NO"
"러닝 풋살","ex_aca9d312","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","NOT_PROGRAM_SELECTABLE","BLOCKED_FOR_STRESS_BACKFILL","movementFamily","Other-sport session load cannot be reduced safely to one approved primary stress profile without sport/session intensity rules.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","","","NO"
"배드민턴","ex_ae9ecdbc","BADMINTON_SESSION_SPORT_RECORDS","BADMINTON_SESSION","NOT_PROGRAM_SELECTABLE","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Badminton session is a court-movement record; magnitude remains conservative without duration/intensity input.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"배드민턴 레슨","ex_badminton_lesson","BADMINTON_SESSION_SPORT_RECORDS","BADMINTON_LESSON","NOT_PROGRAM_SELECTABLE","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Lesson subtype prioritizes skill/cognitive load while preserving court stress tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SKILL_COGNITIVE_STRESS","MEDIUM","MODERATE","NO"
"축구","ex_1a4bbdcf","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","NOT_PROGRAM_SELECTABLE","BLOCKED_FOR_STRESS_BACKFILL","movementFamily","Other-sport session load cannot be reduced safely to one approved primary stress profile without sport/session intensity rules.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","","","NO"
"테니스","ex_2f3b56d0","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","NOT_PROGRAM_SELECTABLE","BLOCKED_FOR_STRESS_BACKFILL","movementFamily","Other-sport session load cannot be reduced safely to one approved primary stress profile without sport/session intensity rules.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","","","NO"
"계단 오르기","ex_74c2d13b","CARDIO_RECORDS","","CONDITIONING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","General cardio record; duration/intensity remains external to taxonomy.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","CARDIO_CONDITIONING_STRESS","MEDIUM","MODERATE","NO"
"러닝","ex_681d9ed2","CARDIO_RECORDS","","CONDITIONING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","General cardio record; duration/intensity remains external to taxonomy.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","CARDIO_CONDITIONING_STRESS","MEDIUM","MODERATE","NO"
"로잉머신","ex_d7c90536","CARDIO_RECORDS","","CONDITIONING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","General cardio record; duration/intensity remains external to taxonomy.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","CARDIO_CONDITIONING_STRESS","MEDIUM","MODERATE","NO"
"수영","ex_681eed4a","CARDIO_RECORDS","","CONDITIONING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","General cardio record; duration/intensity remains external to taxonomy.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","CARDIO_CONDITIONING_STRESS","MEDIUM","MODERATE","NO"
"실내 자전거","ex_ab918e2b","CARDIO_RECORDS","","CONDITIONING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","General cardio record; duration/intensity remains external to taxonomy.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","CARDIO_CONDITIONING_STRESS","MEDIUM","MODERATE","NO"
"인터벌 러닝","ex_faae2044","CARDIO_RECORDS","","CONDITIONING","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","General cardio record; duration/intensity remains external to taxonomy.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","CARDIO_CONDITIONING_STRESS","LONG","HIGH","NO"
